barcode,location,author,title,publisher_code,status,description
32331,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32332,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32333,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by JAMES A F STONER, covering key principles and applications related to 'Management'. Ideal for engineering students and professionals."
32334,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by J P TREMBLAY, covering key principles and applications related to 'DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE'. Ideal for engineering students and professionals."
32335,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by J P TREMBLAY, covering key principles and applications related to 'DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE'. Ideal for engineering students and professionals."
32336,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by J P TREMBLAY, covering key principles and applications related to 'DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE'. Ideal for engineering students and professionals."
32337,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by J P TREMBLAY, covering key principles and applications related to 'DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE'. Ideal for engineering students and professionals."
32338,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by J P TREMBLAY, covering key principles and applications related to 'DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE'. Ideal for engineering students and professionals."
32345,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32346,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32347,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32348,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32349,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by JOHN C MARTIN, covering key principles and applications related to 'INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION'. Ideal for engineering students and professionals."
32350,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by JOHN C MARTIN, covering key principles and applications related to 'INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION'. Ideal for engineering students and professionals."
32351,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by JOHN C MARTIN, covering key principles and applications related to 'INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION'. Ideal for engineering students and professionals."
32352,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by JOHN C MARTIN, covering key principles and applications related to 'INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION'. Ideal for engineering students and professionals."
32353,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by JOHN C MARTIN, covering key principles and applications related to 'INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION'. Ideal for engineering students and professionals."
32354,CSE,RAMESH GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHING,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32355,CSE,RAMESH GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHING,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32356,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32357,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32358,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32359,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32360,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Not for loan,"A comprehensive guide authored by RAMESH S GAONKAR, covering key principles and applications related to 'MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085'. Ideal for engineering students and professionals."
32361,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by DOUGLAS V HALL, covering key principles and applications related to 'MICROPROCESSOR AND INTERFACING'. Ideal for engineering students and professionals."
32362,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by DOUGLAS V HALL, covering key principles and applications related to 'MICROPROCESSOR AND INTERFACING'. Ideal for engineering students and professionals."
32363,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by DOUGLAS V HALL, covering key principles and applications related to 'MICROPROCESSOR AND INTERFACING'. Ideal for engineering students and professionals."
32364,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MUHAMMAD ALI MAZIDI, covering key principles and applications related to '8051 MICROCONTROLLER AND EMBEDDED SYSTEMS'. Ideal for engineering students and professionals."
32365,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MUHAMMAD ALI MAZIDI, covering key principles and applications related to '8051 MICROCONTROLLER AND EMBEDDED SYSTEMS'. Ideal for engineering students and professionals."
32366,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MUHAMMAD ALI MAZIDI, covering key principles and applications related to '8051 MICROCONTROLLER AND EMBEDDED SYSTEMS'. Ideal for engineering students and professionals."
32367,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MUHAMMAD ALI MAZIDI, covering key principles and applications related to '8051 MICROCONTROLLER AND EMBEDDED SYSTEMS'. Ideal for engineering students and professionals."
32368,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by MUHAMMAD ALI MAZIDI, covering key principles and applications related to '8051 MICROCONTROLLER AND EMBEDDED SYSTEMS'. Ideal for engineering students and professionals."
32369,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32370,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32371,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32372,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32373,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32374,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32375,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32376,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32377,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32378,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32379,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32380,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32381,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32382,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32383,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32384,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32385,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32386,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32388,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32389,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32390,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
32391,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by K R VENUGOPAL, covering key principles and applications related to 'Mastering C++'. Ideal for engineering students and professionals."
